GeneName,Genbank_ID,Member_class,COG_ID,old_functional_class,functional_class,funclass_name,arCOG_ID,arcog_name
VNG6081G,16120045,3,COG1304,H,C,Energy production and conversion ,arCOG00613,Isopentenyl diphosphate isomerase
VNG5213G,10803696,3,COG1304,H,C,Energy production and conversion ,arCOG00613,Isopentenyl diphosphate isomerase
VNG6445G,16120317,3,COG1304,H,C,Energy production and conversion ,arCOG00613,Isopentenyl diphosphate isomerase
VNG0875C,16554474,4,COG1994,R,R,General function prediction only ,arCOG00614,Zn-dependent protease 
VNG0875Cm,16554474,4,COG1994,R,R,General function prediction only ,arCOG00614,Zn-dependent protease 
VNG0933G,15790059,3,COG1902,C,C,Energy production and conversion ,arCOG00615,"NADH:flavin oxidoreductase, Old Yellow Enzyme family "
VNG0862G,15790002,3,COG0107,E,E,Amino acid transport and metabolism ,arCOG00617,Imidazoleglycerol-phosphate synthase 
VNG2294G,15791103,3,COG0106,E,E,Amino acid transport and metabolism ,arCOG00618,Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase 
VNG0651G,15789845,1,COG1475,K,K,Transcription ,arCOG00622,Stage 0 sporulation protein J (antagonist of Soj) containing ParB-like nuclease domain
VNG2456C,16554517,3,COG1824,P,P,Inorganic ion transport and metabolism ,arCOG00624,"Permease, similar to cation transporter "
VNG2458C,15791231,3,COG1824,P,P,Inorganic ion transport and metabolism ,arCOG00624,"Permease, similar to cation transporter "
VNG2456Cm,16554517,3,COG1824,P,P,Inorganic ion transport and metabolism ,arCOG00624,"Permease, similar to cation transporter "
VNG0505C,15789733,4,COG1253,R,R,General function prediction only ,arCOG00626,Hemolysins or related protein containing CBS domains 
VNG2308G,15791115,4,COG1253,R,R,General function prediction only ,arCOG00626,Hemolysins or related protein containing CBS domains 
VNG6302C,16120214,4,COG1253,R,R,General function prediction only ,arCOG00626,Hemolysins or related protein containing CBS domains 
VNG2420G,15791203,3,COG2021,E,E,Amino acid transport and metabolism ,arCOG00627,Homoserine acetyltransferase 
VNG0164G,15789478,2,COG0309,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00636,Hydrogenase maturation factor 
VNG6299G,16120212,NA,,NA,,NA,arCOG00636/2,NA
VNG2011G,15790875,3,COG0611,H,H,Coenzyme transport and metabolism ,arCOG00638,Thiamine monophosphate kinase 
VNG0876G,15790015,3,COG0150,F,F,Nucleotide transport and metabolism ,arCOG00639,Phosphoribosylaminoimidazole (AIR) synthetase 
VNG0864G,15790005,3,COG0046,F,F,Nucleotide transport and metabolism ,arCOG00641,"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain "
VNG2331G,15791133,3,COG0007,H,H,Coenzyme transport and metabolism ,arCOG00644,Uroporphyrinogen-III methylase 
VNG1553G,15790531,3,COG2875,H,H,Coenzyme transport and metabolism ,arCOG00645,Precorrin-4 methylase 
VNG1555G,15790533,3,COG1010,H,H,Coenzyme transport and metabolism ,arCOG00647,Precorrin-3B methylase 
VNG1557G,15790534,3,COG1010,H,H,Coenzyme transport and metabolism ,arCOG00647,Precorrin-3B methylase 
VNG1551G,15790530,3,COG2243,H,H,Coenzyme transport and metabolism ,arCOG00648,Precorrin-2 methylase 
VNG1568G,15790543,3,COG2241,H,H,Coenzyme transport and metabolism ,arCOG00650,Precorrin-6B methylase 1 
VNG1554G,15790532,3,COG2073,H,H,Coenzyme transport and metabolism ,arCOG00651,Cobalamin biosynthesis protein CbiG 
VNG2216G,15791039,3,COG0320,H,H,Coenzyme transport and metabolism ,arCOG00660,Lipoate synthase 
VNG0064G,15789398,2,COG1209,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00664,dTDP-glucose pyrophosphorylase 
VNG0047G,16554457,2,COG1209,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00664,dTDP-glucose pyrophosphorylase 
VNG0047Gm,16554457,2,COG1209,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00664,dTDP-glucose pyrophosphorylase 
VNG1055G,15790155,2,COG1209,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00664,dTDP-glucose pyrophosphorylase 
VNG0390G,15789643,NA,COG1208,M,MJ,NA,arCOG00666,N-acetylglucosamine-1-phosphate uridyltransferase
VNG0008G,15789346,NA,COG1208,M,MJ,NA,arCOG00666,N-acetylglucosamine-1-phosphate uridyltransferase
VNG0009G,15789347,NA,COG1208,M,MJ,NA,arCOG00666,N-acetylglucosamine-1-phosphate uridyltransferase
VNG1030G,15790137,3,COG0558,I,I,Lipid transport and metabolism ,arCOG00670,Phosphatidylglycerophosphate synthase 
VNG0784G,15789947,3,COG1183,I,I,Lipid transport and metabolism ,arCOG00671,Phosphatidylserine synthase 
VNG1020C,15790129,3,COG0558,I,I,Lipid transport and metabolism ,arCOG00672,Phosphatidylglycerophosphate synthase 
VNG2053G,15790905,1,COG1095,K,K,Transcription ,arCOG00675,"DNA-directed RNA polymerase, subunit E' "
VNG6361G,16120258,1,COG0675,L,L,Replication; recombination and repair ,arCOG00679,Transposase
VNG0013C,15789349,1,COG0675,L,L,Replication; recombination and repair ,arCOG00679,Transposase
VNG0286C,15789569,1,COG0675,L,L,Replication; recombination and repair ,arCOG00679,Transposase
VNG0026C,15789362,NA,,NA,,NA,arCOG00679/2,NA
VNG2652H,15791380,1,COG0675,L,L,Replication; recombination and repair ,arCOG00681,Transposase
VNG6181H,16120125,1,COG0675,L,L,Replication; recombination and repair ,arCOG00682,Transposase
VNG6221H,16120157,1,COG0675,L,L,Replication; recombination and repair ,arCOG00682,Transposase
VNG0044H,15789379,1,COG0675,L,L,Replication; recombination and repair ,arCOG00682,Transposase
VNG6406H,16120291,1,COG0675,L,L,Replication; recombination and repair ,arCOG00682,Transposase
VNG0042G,15789377,1,COG0675,L,L,Replication; recombination and repair ,arCOG00683,Transposase
VNG2533G,15791288,3,COG0044,F,F,Nucleotide transport and metabolism ,arCOG00689,Dihydroorotase or related cyclic amidohydrolase
VNG1880C,15790774,4,COG1574,R,R,General function prediction only ,arCOG00691,Predicted metal-dependent hydrolase with the TIM-barrel fold 
VNG6258C,16120182,NA,COG0402,F,FR,NA,arCOG00692,Cytosine deaminase or related metal-dependent hydrolase 
VNG1205C,15790271,NA,COG0402,F,FR,NA,arCOG00695,Cytosine deaminase or related metal-dependent hydrolase 
VNG2249G,15791066,NA,COG0402,F,FR,NA,arCOG00695,Cytosine deaminase or related metal-dependent hydrolase 
VNG1211G,15790275,3,COG1228,Q,Q,Secondary metabolites biosynthesis; transport and catabolism ,arCOG00696,Imidazolonepropionase or related amidohydrolase 
VNG1846C,15790748,3,COG0584,C,C,Energy production and conversion ,arCOG00701,Glycerophosphoryl diester phosphodiesterase 
VNG1951G,15790829,2,COG1404,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00702,Subtilisin-like serine protease 
VNG2573G,15791315,2,COG1404,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00702,Subtilisin-like serine protease 
VNG0067H,15789401,4,COG2405,V,R,General function prediction only ,arCOG00719,PIN domain containing protein
VNG1994C,15790862,NA,,NA,,NA,arCOG00721/2,NA
VNG0066H,15789400,NA,,NA,,NA,arCOG00722/3,NA
VNG0462C,15789698,1,COG1846,K,K,Transcription ,arCOG00732,"Transcriptional regulator, MarR family"
VNG2361G,15791155,NA,COG1173,E,EP,NA,arCOG00748,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component "
VNG2346G,15791146,NA,COG1173,E,EP,NA,arCOG00748,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component "
VNG2531G,15791286,NA,COG1173,E,EP,NA,arCOG00748,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component "
VNG2529G,15791285,NA,COG0601,E,EP,NA,arCOG00751,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component "
VNG2359G,15791154,NA,COG0601,E,EP,NA,arCOG00751,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component "
VNG2347G,15791147,NA,COG0601,E,EP,NA,arCOG00751,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component "
VNG1070Gm,16554483,3,COG0578,C,C,Energy production and conversion ,arCOG00753,Glycerol-3-phosphate dehydrogenase 
VNG1969G,15790842,3,COG0578,C,C,Energy production and conversion ,arCOG00753,Glycerol-3-phosphate dehydrogenase 
VNG1070G,16554483,3,COG0578,C,C,Energy production and conversion ,arCOG00753,Glycerol-3-phosphate dehydrogenase 
VNG0281G,15789564,3,COG0665,E,E,Amino acid transport and metabolism ,arCOG00755,Glycine/D-amino acid oxidase (deaminating) 
VNG2640G,15791369,3,COG0404,E,E,Amino acid transport and metabolism ,arCOG00757,Glycine cleavage system T protein (aminomethyltransferase) 
VNG0627G,15789826,3,COG2301,G,G,Carbohydrate transport and metabolism ,arCOG00760,Beta-methylmalyl-CoA lyase (Citrate lyase beta subunit family)
VNG1115H,15790202,4,COG1720,S,S,Function unknown ,arCOG00761,Uncharacterized conserved protein 
VNG0905G,15790035,3,COG1109,G,G,Carbohydrate transport and metabolism ,arCOG00767,Phosphomannomutase 
VNG2276G,15791087,3,COG1109,G,G,Carbohydrate transport and metabolism ,arCOG00767,Phosphomannomutase 
VNG2206G,15791032,3,COG1109,G,G,Carbohydrate transport and metabolism ,arCOG00767,Phosphomannomutase 
VNG0557H,15789772,4,COG0693,R,R,General function prediction only ,arCOG00769,Putative intracellular protease/amidase 
VNG2554H,15791303,4,COG0693,R,R,General function prediction only ,arCOG00769,Putative intracellular protease/amidase 
VNG1383G,15790405,NA,COG1199,K,KL,NA,arCOG00770,Rad3-related DNA helicase 
VNG2476C,15791246,NA,COG1199,K,KL,NA,arCOG00770,Rad3-related DNA helicase 
VNG2441G,15791218,NA,COG1199,K,KL,NA,arCOG00770,Rad3-related DNA helicase 
VNG2426G,15791208,3,COG1607,I,I,Lipid transport and metabolism ,arCOG00773,Acyl-CoA hydrolase 
VNG0873G,15790012,3,COG1607,I,I,Lipid transport and metabolism ,arCOG00773,Acyl-CoA hydrolase 
VNG0626G,15789825,3,COG2030,I,I,Lipid transport and metabolism ,arCOG00774,Mesaconyl-CoA hydratase (Acyl dehydratase family)
VNG2290G,15791099,3,COG2030,I,I,Lipid transport and metabolism ,arCOG00775,Acyl dehydratase 
VNG1349Cm,16554493,3,COG2030,I,I,Lipid transport and metabolism ,arCOG00776,Acyl dehydratase 
VNG1349C,16554493,3,COG2030,I,I,Lipid transport and metabolism ,arCOG00776,Acyl dehydratase 
VNG1336C,15790368,3,COG2050,Q,Q,Secondary metabolites biosynthesis; transport and catabolism ,arCOG00777,"HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism"
VNG1718G,15790654,1,COG0200,J,J,Translation; ribosomal structure and biogenesis ,arCOG00779,Ribosomal protein L15 
VNG1137G,15790217,1,COG1727,J,J,Translation; ribosomal structure and biogenesis ,arCOG00780,Ribosomal protein L18E 
VNG1711G,15790649,1,COG1717,J,J,Translation; ribosomal structure and biogenesis ,arCOG00781,Ribosomal protein L32E 
VNG1706G,15790646,NA,,NA,,NA,arCOG00782/2,NA
VNG1699C,15790640,1,COG1588,J,J,Translation; ribosomal structure and biogenesis ,arCOG00784,RNase P/RNase MRP subunit p29 
VNG1698G,15790639,1,COG0255,J,J,Translation; ribosomal structure and biogenesis ,arCOG00785,Ribosomal protein L29 
VNG1501G,15790495,1,COG1112,L,L,Replication; recombination and repair ,arCOG00795,UvrD/REP helicase
VNG2167G,15790999,1,COG1112,L,L,Replication; recombination and repair ,arCOG00796,UvrD/REP helicase
VNG2620G,15791353,1,COG0210,L,L,Replication; recombination and repair ,arCOG00797,Superfamily I DNA and RNA helicase 
VNG2190G,15791020,1,COG0060,J,J,Translation; ribosomal structure and biogenesis ,arCOG00807,Isoleucyl-tRNA synthetase 
VNG2547G,15791298,1,COG0525,J,J,Translation; ribosomal structure and biogenesis ,arCOG00808,Valyl-tRNA synthetase 
VNG2223G,15791045,1,COG0495,J,J,Translation; ribosomal structure and biogenesis ,arCOG00809,Leucyl-tRNA synthetase 
VNG0326G,15789599,1,COG0143,J,J,Translation; ribosomal structure and biogenesis ,arCOG00810,Methionyl-tRNA synthetase 
VNG6387H,16120278,1,COG2002,K,K,Transcription ,arCOG00818,Transcriptional regulator AbrB
VNG1215G,15790279,NA,COG0454,K,KR,NA,arCOG00826,Acetyltransferase (GNAT) family
VNG0176H,15789487,NA,COG0454,K,KR,NA,arCOG00831,Acetyltransferase (GNAT) family
VNG2575G,15791317,4,COG0456,R,R,General function prediction only ,arCOG00833,Acetyltransferase (GNAT) family
VNG6213G,16120152,NA,,NA,,NA,arCOG00833/3,NA
VNG1617H,15790576,NA,COG0454,K,KR,NA,arCOG00834,Acetyltransferase (GNAT) family
VNG2522C,15791279,NA,COG0454,K,KR,NA,arCOG00834,Acetyltransferase (GNAT) family
VNG1398C,15790415,NA,COG0454,K,KR,NA,arCOG00839,Acetyltransferase (GNAT) family
VNG0482H,15789714,3,COG1246,E,E,Amino acid transport and metabolism ,arCOG00840,Acetyltransferase (GNAT family)
VNG2078G,15790923,1,COG1670,J,J,Translation; ribosomal structure and biogenesis ,arCOG00842,"Acetyltransferase, RimL family"
VNG2321G,15791125,1,COG1670,J,J,Translation; ribosomal structure and biogenesis ,arCOG00842,"Acetyltransferase, RimL family"
VNG0486G,15789718,1,COG1670,J,J,Translation; ribosomal structure and biogenesis ,arCOG00842,"Acetyltransferase, RimL family"
VNG0487H,15789719,NA,,NA,,NA,arCOG00842/1,NA
VNG0654C,15789848,NA,COG0454,K,KR,NA,arCOG00844,Acetyltransferase (GNAT) family
VNG1845C,15790747,NA,COG0454,K,KR,NA,arCOG00845,Acetyltransferase (GNAT) family
VNG1457C,15790459,NA,,NA,,NA,arCOG00848/1,NA
VNG1624G,15790581,3,COG0281,C,C,Energy production and conversion ,arCOG00853,Malic enzyme 
VNG1073G,15790171,NA,COG0318,I,IQ,NA,arCOG00856,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II 
VNG0162G,15789476,NA,COG0318,I,IQ,NA,arCOG00856,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II 
VNG1339C,15790370,NA,COG0318,I,IQ,NA,arCOG00856,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II 
VNG2015C,15790878,3,COG0528,F,F,Nucleotide transport and metabolism ,arCOG00858,Uridylate kinase 
VNG1148G,15790226,4,COG1608,I,R,General function prediction only ,arCOG00860,"Isopentenyl phosphate kinase, enzyme of modified mevalonate pathway"
VNG2374G,16554516,3,COG0527,E,E,Amino acid transport and metabolism ,arCOG00861,Aspartokinase
VNG2374Gm,16554516,3,COG0527,E,E,Amino acid transport and metabolism ,arCOG00861,Aspartokinase
VNG6316G,16120224,3,COG0549,E,E,Amino acid transport and metabolism ,arCOG00863,Carbamate kinase 
VNG2138G,15790972,3,COG1156,C,C,Energy production and conversion ,arCOG00865,Archaeal/vacuolar-type H+-ATPase subunit B 
VNG2142G,15790976,3,COG1390,C,C,Energy production and conversion ,arCOG00869,Archaeal/vacuolar-type H+-ATPase subunit E 
VNG5141G,10803646,NA,COG0553,K,KL,NA,arCOG00871,"Superfamily II DNA/RNA helicase, SNF2 family "
VNG6139G,16120089,NA,COG0553,K,KL,NA,arCOG00871,"Superfamily II DNA/RNA helicase, SNF2 family "
VNG2356G,15791152,1,COG1111,L,L,Replication; recombination and repair ,arCOG00872,ERCC4-like helicase 
VNG1406Gm,16554496,NA,COG1061,K,KL,NA,arCOG00874,"ssDNA-dependent ATPase, helicase superfamily II "
VNG5134G,10803640,NA,COG1061,K,KL,NA,arCOG00874,"ssDNA-dependent ATPase, helicase superfamily II "
VNG6130G,16120082,NA,COG1061,K,KL,NA,arCOG00874,"ssDNA-dependent ATPase, helicase superfamily II "
VNG1406G,16554496,NA,COG1061,K,KL,NA,arCOG00874,"ssDNA-dependent ATPase, helicase superfamily II "
VNG0108G,15789431,2,COG0610,V,V,Defense mechanisms ,arCOG00878,"Type I site-specific restriction-modification system, R (restriction) subunit or related helicase "
VNG1610C,15790570,4,COG1831,R,R,General function prediction only ,arCOG00893,Predicted metal-dependent hydrolase (urease superfamily) 
VNG1053G,15790153,2,COG0463,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00894,Glycosyltransferase
VNG0919G,15790047,2,COG0463,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00895,Glycosyltransferase
VNG2065G,15790913,2,COG0463,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00895,Glycosyltransferase
VNG0318G,15789592,2,COG0463,M,M,Cell wall/membrane/envelope biogenesis ,arCOG00897,Glycosyltransferase
VNG0407H,15789656,4,COG0392,S,S,Function unknown ,arCOG00899,Uncharacterized conserved membrane protein 
VNG0197C,15789504,4,COG0392,S,S,Function unknown ,arCOG00899,Uncharacterized conserved membrane protein 
VNG0707C,15789887,1,COG1573,L,L,Replication; recombination and repair ,arCOG00905,Uracil-DNA glycosylase 
VNG1228C,15790287,1,COG1573,L,L,Replication; recombination and repair ,arCOG00905,Uracil-DNA glycosylase 
VNG2082G,15790926,1,COG1573,L,L,Replication; recombination and repair ,arCOG00905,Uracil-DNA glycosylase 
VNG0548C,15789765,1,COG2260,J,J,Translation; ribosomal structure and biogenesis ,arCOG00906,Predicted Zn-ribbon RNA-binding protein 
VNG0857C,16554473,1,COG2263,J,J,Translation; ribosomal structure and biogenesis ,arCOG00910,Predicted RNA methylase 
VNG0857Cm,16554473,1,COG2263,J,J,Translation; ribosomal structure and biogenesis ,arCOG00910,Predicted RNA methylase 
VNG6309G,16120219,3,COG0540,F,F,Nucleotide transport and metabolism ,arCOG00911,"Aspartate carbamoyltransferase, catalytic chain "
VNG6315G,16120223,3,COG0078,E,E,Amino acid transport and metabolism ,arCOG00912,Ornithine carbamoyltransferase 
VNG6210G,16120149,3,COG0160,E,E,Amino acid transport and metabolism ,arCOG00915,4-aminobutyrate aminotransferase or related aminotransferase 
VNG1524C,15790509,3,COG0160,E,E,Amino acid transport and metabolism ,arCOG00915,4-aminobutyrate aminotransferase or related aminotransferase 
VNG2326G,15791129,3,COG0001,H,H,Coenzyme transport and metabolism ,arCOG00918,Glutamate-1-semialdehyde aminotransferase 
VNG2252G,15791068,1,COG1591,L,L,Replication; recombination and repair ,arCOG00919,Holliday junction resolvase
VNG0799C,15789958,2,COG1136,V,V,Defense mechanisms ,arCOG00922,"ABC-type antimicrobial peptide transport system, ATPase component "
VNG0002G,15789342,2,COG1136,V,V,Defense mechanisms ,arCOG00922,"ABC-type antimicrobial peptide transport system, ATPase component "
VNG2081a,16554508,4,COG1628,L,S,Function unknown ,arCOG00928,Endonuclease V homolog
VNG0363G,15789623,1,COG1515,L,L,Replication; recombination and repair ,arCOG00929,Deoxyinosine 3'endonuclease (endonuclease V) 
VNG0085G,15789414,3,COG2896,H,H,Coenzyme transport and metabolism ,arCOG00930,Molybdenum cofactor biosynthesis enzyme 
VNG2155C,15790988,4,COG2108,R,R,General function prediction only ,arCOG00932,Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme 
VNG1184Gm,16554488,4,COG0535,R,R,General function prediction only ,arCOG00938,Radical SAM superfamily enzyme
VNG1184G,16554488,4,COG0535,R,R,General function prediction only ,arCOG00938,Radical SAM superfamily enzyme
VNG1185G,15790256,4,COG0535,R,R,General function prediction only ,arCOG00938,Radical SAM superfamily enzyme
VNG1308G,15790348,3,COG0479,C,C,Energy production and conversion ,arCOG00962,"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit "
VNG0880G,15790018,2,COG0638,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00970,"20S proteasome, beta subunit "
VNG0166G,15789479,2,COG0638,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00971,"20S proteasome, alpha subunit "
VNG0301C,15789579,3,COG1056,H,H,Coenzyme transport and metabolism ,arCOG00972,Nicotinamide mononucleotide adenylyltransferase 
VNG0499G,15789727,1,COG0144,J,J,Translation; ribosomal structure and biogenesis ,arCOG00973,tRNA or rRNA cytosine-C5-methylase 
VNG0089G,15789417,2,COG2518,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00976,Protein-L-isoaspartate carboxylmethyltransferase 
VNG1550G,15790529,3,COG2242,H,H,Coenzyme transport and metabolism ,arCOG00977,Precorrin-6B methylase 2 
VNG0425G,15789669,1,COG2519,J,J,Translation; ribosomal structure and biogenesis ,arCOG00978,tRNA(1-methyladenosine) methyltransferase
VNG0713C,15789891,4,COG4122,R,R,General function prediction only ,arCOG00979,Predicted O-methyltransferase 
VNG1294G,15790337,2,COG1047,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG00980,FKBP-type peptidyl-prolyl cis-trans isomerase 2 
VNG0406C,15789655,3,COG0371,C,C,Energy production and conversion ,arCOG00982,Glycerol dehydrogenase or related enzyme 
VNG6270G,16120191,3,COG0371,C,C,Energy production and conversion ,arCOG00982,Glycerol dehydrogenase or related enzyme 
VNG2171G,15791001,3,COG1454,C,C,Energy production and conversion ,arCOG00984,"Alcohol dehydrogenase, class IV "
VNG2646C,15791374,1,COG2016,J,J,Translation; ribosomal structure and biogenesis ,arCOG00985,Predicted RNA-binding protein (contains PUA domain) 
VNG1959G,15790835,1,COG0343,J,J,Translation; ribosomal structure and biogenesis ,arCOG00989,Queuine/archaeosine tRNA-ribosyltransferase 
VNG1957G,15790834,1,COG1549,J,J,Translation; ribosomal structure and biogenesis ,arCOG00990,"Queuine tRNA-ribosyltransferase, contain PUA domain "
VNG0421C,15789666,2,COG1370,J,O,Posttranslational modification; protein turnover; chaperones ,arCOG00991,"tRNA modification protein, contains pre-PUA and PUA domains"
VNG1496G,15790491,1,COG1958,K,K,Transcription ,arCOG00998,Small nuclear ribonucleoprotein (snRNP) homolog 
VNG0723G,15789898,3,COG0006,E,E,Amino acid transport and metabolism ,arCOG01000,Xaa-Pro aminopeptidase 
VNG1233G,15790291,3,COG0006,E,E,Amino acid transport and metabolism ,arCOG01000,Xaa-Pro aminopeptidase 
VNG1866G,15790763,1,COG0024,J,J,Translation; ribosomal structure and biogenesis ,arCOG01001,Methionine aminopeptidase 
VNG2622H,15791354,3,COG0006,E,E,Amino acid transport and metabolism ,arCOG01003,Xaa-Pro aminopeptidase 
VNG6265G,16120187,3,COG0803,P,P,Inorganic ion transport and metabolism ,arCOG01005,"ABC-type metal ion transport system, periplasmic component/surface adhesin "
VNG6262G,16120185,3,COG1108,P,P,Inorganic ion transport and metabolism ,arCOG01006,"ABC-type Mn2+/Zn2+ transport system, permease component "
VNG1370G,15790394,3,COG0609,P,P,Inorganic ion transport and metabolism ,arCOG01007,"ABC-type Fe3+-siderophore transport system, permease component "
VNG2551G,15791300,3,COG0609,P,P,Inorganic ion transport and metabolism ,arCOG01007,"ABC-type Fe3+-siderophore transport system, permease component "
VNG2560G,15791307,3,COG0609,P,P,Inorganic ion transport and metabolism ,arCOG01007,"ABC-type Fe3+-siderophore transport system, permease component "
VNG0147C,15789462,1,COG0864,V,K,Transcription ,arCOG01008,"Transcriptional regulator, CopG/Arc/MetJ family (DNA-binding and a metal-binding domains)"
VNG0194H,15789501,1,COG3609,V,K,Transcription ,arCOG01009,"Ribbon-helix-helix protein, copG family"
VNG6193H,16120135,2,COG2161,K,D,Cell cycle control; cell division; chromosome partitioning ,arCOG01010,Antitoxin (DNA-binding domain) of toxin-antitoxin stability system 
VNG6288C,16120203,2,COG2161,K,D,Cell cycle control; cell division; chromosome partitioning ,arCOG01010,Antitoxin (DNA-binding domain) of toxin-antitoxin stability system 
VNG1982C,15790852,1,COG1258,J,J,Translation; ribosomal structure and biogenesis ,arCOG01015,Predicted pseudouridylate synthase 
VNG1169C,15790242,4,COG1460,K,S,Function unknown ,arCOG01016,"DNA-directed RNA polymerase, subunit F (rpoF)"
VNG1347C,15790377,1,COG0565,J,J,Translation; ribosomal structure and biogenesis ,arCOG01018,rRNA methylase 
VNG1857C,15790757,3,COG0683,E,E,Amino acid transport and metabolism ,arCOG01021,"ABC-type branched-chain amino acid transport system, periplasmic component "
VNG1245C,15790301,NA,COG1685,E,EH,NA,arCOG01025,Archaeal shikimate kinase 
VNG1797G,15790711,3,COG0083,E,E,Amino acid transport and metabolism ,arCOG01027,Homoserine kinase 
VNG1145G,15790225,3,COG1577,I,I,Lipid transport and metabolism ,arCOG01028,Mevalonate kinase 
VNG0382G,15789636,3,COG0169,E,E,Amino acid transport and metabolism ,arCOG01033,Shikimate 5-dehydrogenase 
VNG1364G,15790389,3,COG2423,E,E,Amino acid transport and metabolism ,arCOG01035,"Alanine dehydrogenase, mu-crystallin homolog "
VNG2224G,15791046,3,COG2423,E,E,Amino acid transport and metabolism ,arCOG01035,"Alanine dehydrogenase, mu-crystallin homolog "
VNG1774G,15790694,3,COG0373,H,H,Coenzyme transport and metabolism ,arCOG01036,Glutamyl-tRNA reductase 
VNG1727G,15790661,3,COG1102,F,F,Nucleotide transport and metabolism ,arCOG01037,Cytidylate kinase 
VNG1031C,15790138,3,COG1936,F,F,Nucleotide transport and metabolism ,arCOG01038,Predicted nucleotide kinase (CMP/AMP kinase related) 
VNG1964a,16554506,NA,,NA,,NA,arCOG01040/3,NA
VNG1287C,15790333,1,COG1325,J,J,Translation; ribosomal structure and biogenesis ,arCOG01042,"Exosome subunit, RNA binding protein with dsRBD fold"
VNG2454C,15791228,4,COG1931,R,S,Function unknown ,arCOG01043,Predicted RNA binding protein with dsRBD fold
VNG1775C,15790695,3,COG1648,H,H,Coenzyme transport and metabolism ,arCOG01044,Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain) 
VNG2452C,15791227,3,COG0237,H,H,Coenzyme transport and metabolism ,arCOG01045,Dephospho-CoA kinase 
VNG1724G,15790659,3,COG0563,F,F,Nucleotide transport and metabolism ,arCOG01046,Adenylate kinase or related kinase
VNG2218G,15791041,3,COG0022,C,C,Energy production and conversion ,arCOG01052,"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component"
VNG1926G,15790810,3,COG1071,C,C,Energy production and conversion ,arCOG01054,"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit "
VNG2217G,15791040,3,COG1071,C,C,Energy production and conversion ,arCOG01054,"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit "
VNG0704C,15789885,1,COG1733,K,K,Transcription ,arCOG01057,Predicted transcriptional regulator 
VNG1405C,15790419,1,COG1733,K,K,Transcription ,arCOG01057,Predicted transcriptional regulator 
VNG0891G,15790027,3,COG1252,C,C,Energy production and conversion ,arCOG01067,"NADH dehydrogenase, FAD-containing subunit "
VNG0154G,15789469,3,COG1249,C,C,Energy production and conversion ,arCOG01068,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme "
VNG2220G,15791043,3,COG1249,C,C,Energy production and conversion ,arCOG01068,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme "
VNG1804G,15790718,4,COG0446,R,R,General function prediction only ,arCOG01070,NAD(FAD)-dependent dehydrogenase 
VNG0274C,15789561,NA,COG0494,L,LR,NA,arCOG01072,NUDIX family hydrolase 
VNG2580C,15791321,NA,COG0494,L,LR,NA,arCOG01073,NUDIX family hydrolase 
VNG1962C,15790837,NA,COG0494,L,LR,NA,arCOG01073,NUDIX family hydrolase 
VNG2079G,15790922,NA,,NA,,NA,arCOG01077/2,NA
VNG0431G,15789675,NA,COG0494,L,LR,NA,arCOG01078,NUDIX family hydrolase 
VNG0868H,15790008,NA,COG0494,L,LR,NA,arCOG01080,NUDIX family hydrolase 
